,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class
104,1037.0,1055.0,2195695.0,2195707.0,78.0,29.0,18.0,9512.0,111.0,135.0,1370.0,1.0,0.0,80.0,0.4599,0.6389,0.6667,0.0131,0.6207,0.6667,0.0,1.8921,1.2553,1.0792,-0.3333,-0.0473,0.3601,1
105,144.0,175.0,340581.0,340598.0,287.0,44.0,24.0,34599.0,112.0,133.0,1360.0,0.0,1.0,40.0,0.2118,0.4554,0.5484,0.0228,0.7046,0.7083,0.0,2.4579,1.4914,1.2305,-0.4516,-0.0582,0.8173,1
106,656.0,666.0,336137.0,336152.0,114.0,10.0,15.0,11618.0,77.0,122.0,1687.0,1.0,0.0,80.0,0.7777,0.24,0.6667,0.0059,1.0,1.0,1.0,2.0569,1.0,1.1761,0.3333,-0.2038,0.266,1
107,123.0,140.0,1477978.0,1477986.0,69.0,19.0,12.0,8701.0,113.0,142.0,1652.0,1.0,0.0,100.0,0.1489,0.4927,0.4706,0.0103,0.8947,0.6667,0.0,1.8389,1.2305,0.9031,-0.5294,-0.0148,0.2482,1
108,345.0,355.0,348556.0,348568.0,92.0,16.0,12.0,9704.0,71.0,132.0,1688.0,1.0,0.0,150.0,0.4088,0.2333,0.8333,0.0059,0.625,1.0,1.0,1.9638,1.0,1.0792,0.1667,-0.176,0.2288,1
109,1015.0,1034.0,3982273.0,3982278.0,55.0,22.0,11.0,7553.0,132.0,143.0,1374.0,0.0,1.0,40.0,0.4949,0.4211,0.2632,0.0138,0.8636,0.4545,0.0,1.7404,1.2787,0.699,-0.7368,0.0729,0.2007,1
110,933.0,940.0,612662.0,612672.0,52.0,9.0,10.0,8857.0,161.0,182.0,1387.0,0.0,1.0,40.0,0.6446,0.2571,0.7,0.005,0.7778,1.0,1.0,1.716,0.8451,1.0,0.3,0.3307,0.1753,0
111,41.0,212.0,1970779.0,1970846.0,6603.0,271.0,138.0,688556.0,38.0,127.0,1358.0,0.0,1.0,40.0,0.0604,0.4237,0.3918,0.1259,0.631,0.4855,0.0,3.8197,2.233,1.8261,-0.6082,-0.1853,1.0,0
112,900.0,934.0,665052.0,665079.0,269.0,49.0,33.0,31538.0,109.0,127.0,1364.0,0.0,1.0,50.0,0.6305,0.707,0.7941,0.0249,0.6939,0.8182,0.0,2.4297,1.5315,1.4314,-0.2059,-0.084,0.9838,1
113,80.0,210.0,7318386.0,7318440.0,4071.0,177.0,99.0,439881.0,56.0,127.0,1360.0,0.0,1.0,40.0,0.1177,0.4201,0.4154,0.0956,0.7345,0.5454,0.0,3.6097,2.1139,1.7324,-0.5846,-0.1558,1.0,0
114,160.0,170.0,252936.0,252958.0,97.0,24.0,23.0,12775.0,123.0,142.0,1364.0,0.0,1.0,185.0,0.2346,0.5591,0.4545,0.0073,0.4167,0.9565,1.0,1.9868,1.0,1.3424,0.5454,0.0289,0.3663,1
115,270.0,301.0,1563477.0,1563499.0,329.0,61.0,37.0,41053.0,115.0,140.0,1362.0,0.0,1.0,40.0,0.3965,0.5176,0.7097,0.0228,0.5082,0.5946,0.0,2.5172,1.4914,1.3424,-0.2903,-0.0251,0.9263,1
116,498.0,515.0,31041.0,31058.0,231.0,17.0,17.0,21639.0,33.0,127.0,1373.0,0.0,1.0,40.0,0.7254,0.2007,1.0,0.0124,1.0,1.0,0.5,2.3636,1.2305,1.2305,0.0,-0.2682,0.4779,0
117,1531.0,1544.0,1191636.0,1191659.0,220.0,18.0,24.0,20121.0,52.0,125.0,1686.0,1.0,0.0,143.0,0.1684,0.2642,0.5652,0.0077,0.7222,0.9583,1.0,2.3424,1.1139,1.3617,0.4348,-0.2855,0.4946,1
118,834.0,884.0,283101.0,283128.0,359.0,71.0,43.0,31349.0,73.0,116.0,1360.0,1.0,0.0,300.0,0.7,0.7341,0.54,0.0368,0.7042,0.6279,0.0,2.5551,1.699,1.4314,-0.46,-0.3178,0.9991,1
119,1053.0,1063.0,173208.0,173226.0,68.0,26.0,18.0,8717.0,120.0,141.0,1366.0,0.0,1.0,185.0,0.4436,0.6222,0.5556,0.0073,0.3846,1.0,1.0,1.8325,1.0,1.2553,0.4444,0.0015,0.3068,1
120,41.0,213.0,4348250.0,4348321.0,6137.0,284.0,145.0,649137.0,48.0,125.0,1356.0,0.0,1.0,40.0,0.0605,0.4975,0.4128,0.1268,0.6056,0.4897,0.0,3.788,2.2355,1.8513,-0.5872,-0.1736,1.0,0
121,273.0,298.0,473262.0,473272.0,94.0,30.0,18.0,11877.0,117.0,143.0,1366.0,0.0,1.0,40.0,0.3997,0.624,0.4,0.0183,0.8333,0.5556,0.0,1.9731,1.3979,1.0,-0.6,-0.0129,0.4138,1
122,1237.0,1261.0,161008.0,161069.0,617.0,125.0,83.0,75121.0,113.0,133.0,1354.0,0.0,1.0,40.0,0.1374,0.5785,0.3934,0.0177,0.192,0.7349,1.0,2.7903,1.3802,1.7853,0.6066,-0.0488,0.9996,1
123,41.0,209.0,4639210.0,4639275.0,5828.0,296.0,169.0,618846.0,48.0,126.0,1358.0,0.0,1.0,40.0,0.0604,0.4663,0.3869,0.1237,0.5676,0.3846,0.0,3.7655,2.2253,1.8129,-0.6131,-0.1704,1.0,0
124,39.0,212.0,2776296.0,2776362.0,6172.0,263.0,143.0,648030.0,39.0,126.0,1358.0,0.0,1.0,40.0,0.0574,0.4595,0.3815,0.1274,0.6578,0.4615,0.0,3.7904,2.238,1.8195,-0.6185,-0.1797,1.0,0
125,438.0,455.0,627768.0,627803.0,415.0,29.0,37.0,45783.0,82.0,127.0,1360.0,0.0,1.0,40.0,0.6441,0.3025,0.4857,0.0125,0.5862,0.9459,1.0,2.6181,1.2305,1.5441,0.5143,-0.1381,0.8756,1
126,43.0,214.0,1164302.0,1164475.0,14969.0,805.0,503.0,1758655.0,27.0,142.0,1400.0,0.0,1.0,40.0,0.0614,0.494,0.9884,0.1221,0.2124,0.3439,1.0,4.1752,2.233,2.238,0.0116,-0.0821,1.0,0
127,39.0,193.0,1902883.0,1903031.0,11510.0,699.0,429.0,1330937.0,40.0,141.0,1402.0,0.0,1.0,40.0,0.0556,0.495,0.961,0.1098,0.2203,0.345,0.0,4.0611,2.1875,2.1703,-0.039,-0.0966,1.0,0
128,39.0,440.0,1263724.0,1263888.0,11388.0,735.0,415.0,1315891.0,29.0,141.0,1398.0,0.0,1.0,40.0,0.0558,0.8268,0.409,0.2868,0.5456,0.3952,0.0,4.0564,2.6031,2.2148,-0.591,-0.0973,1.0,0
129,360.0,998.0,4601186.0,4601217.0,11797.0,705.0,225.0,1290423.0,78.0,252.0,1358.0,1.0,0.0,100.0,0.5302,0.4035,0.0486,0.4698,0.905,0.1378,0.0,4.0718,2.8048,1.4914,-0.9514,-0.1454,1.0,1
130,1126.0,1134.0,2636449.0,2636459.0,59.0,11.0,10.0,6936.0,102.0,135.0,1656.0,1.0,0.0,100.0,0.6304,0.2625,0.8,0.0048,0.7273,1.0,1.0,1.7708,0.9031,1.0,0.2,-0.0816,0.1852,1
131,476.0,490.0,13302.0,13320.0,227.0,14.0,18.0,21216.0,36.0,127.0,1373.0,0.0,1.0,40.0,0.6934,0.0992,0.7778,0.0102,1.0,1.0,1.0,2.356,1.1461,1.2553,0.2222,-0.2698,0.417,0
132,39.0,195.0,2431945.0,2432111.0,8709.0,578.0,322.0,996980.0,47.0,141.0,1402.0,0.0,1.0,40.0,0.0556,0.6637,0.9398,0.1113,0.2699,0.5155,1.0,3.94,2.1931,2.2201,0.0602,-0.1057,1.0,0
133,457.0,465.0,1087496.0,1087506.0,60.0,9.0,10.0,6750.0,92.0,134.0,1364.0,1.0,0.0,70.0,0.6701,0.25,0.8,0.0059,0.8889,1.0,1.0,1.7781,0.9031,1.0,0.2,-0.1211,0.1852,1
134,48.0,177.0,377537.0,377585.0,3985.0,166.0,99.0,413005.0,41.0,126.0,1362.0,0.0,1.0,40.0,0.0705,0.3564,0.3721,0.0947,0.7771,0.4848,0.0,3.6004,2.1106,1.6812,-0.6279,-0.1903,1.0,0
135,2.0,11.0,130760.0,130780.0,110.0,12.0,20.0,10340.0,71.0,116.0,1687.0,0.0,1.0,200.0,0.0024,0.3889,0.45,0.0053,0.75,1.0,1.0,2.0414,0.9542,1.301,0.55,-0.2656,0.3068,1
136,301.0,340.0,903475.0,903521.0,1228.0,69.0,64.0,124716.0,55.0,126.0,1666.0,0.0,1.0,40.0,0.3613,0.3155,0.8478,0.0234,0.5652,0.7188,1.0,3.0892,1.5911,1.6628,0.1522,-0.2066,0.9999,1
137,1325.0,1340.0,9767941.0,9767962.0,229.0,25.0,23.0,25182.0,101.0,127.0,1362.0,0.0,1.0,40.0,0.0323,0.273,0.7143,0.011,0.6,0.913,1.0,2.3598,1.1761,1.3222,0.2857,-0.1409,0.5212,1
138,131.0,138.0,106169.0,106180.0,34.0,9.0,12.0,5942.0,167.0,182.0,1353.0,0.0,1.0,200.0,0.1936,0.5584,0.6364,0.0052,0.7778,0.9167,1.0,1.5315,0.8451,1.0414,0.3636,0.3654,0.1822,1
139,98.0,168.0,395521.0,395722.0,8035.0,189.0,214.0,782154.0,80.0,134.0,1360.0,0.0,1.0,200.0,0.1441,0.4289,0.3483,0.0515,0.3704,0.9392,1.0,3.905,1.8451,2.3032,0.6517,-0.2395,1.0,1
140,699.0,708.0,86285.0,86296.0,57.0,11.0,12.0,10612.0,179.0,197.0,1353.0,0.0,1.0,200.0,0.9534,0.4242,0.8182,0.0066,0.8182,0.9167,1.0,1.7559,0.9542,1.0414,0.1818,0.4545,0.2051,1
141,147.0,172.0,2975077.0,2975090.0,170.0,28.0,14.0,20714.0,114.0,132.0,1356.0,0.0,1.0,40.0,0.2168,0.4769,0.52,0.0184,0.8929,0.9286,0.0,2.2304,1.3979,1.1139,-0.48,-0.0481,0.5378,0
142,620.0,631.0,2104786.0,2104879.0,706.0,56.0,93.0,77840.0,96.0,127.0,1364.0,0.0,1.0,100.0,0.9091,0.3099,0.1183,0.0081,0.1964,1.0,1.0,2.8488,1.0414,1.9685,0.8817,-0.1386,0.9919,1
143,1188.0,1202.0,142256.0,142260.0,34.0,14.0,5.0,4385.0,121.0,143.0,1366.0,0.0,1.0,60.0,0.2401,0.3929,0.2857,0.0103,1.0,0.8,0.0,1.5315,1.1461,0.6021,-0.7143,0.0076,0.1622,1
144,264.0,280.0,1230964.0,1230988.0,303.0,20.0,24.0,29885.0,54.0,133.0,1696.0,0.0,1.0,60.0,0.3113,0.2109,0.6667,0.0094,0.8,1.0,1.0,2.4814,1.2041,1.3802,0.3333,-0.2295,0.633,1
145,56.0,173.0,310065.0,310112.0,3287.0,163.0,87.0,342248.0,50.0,125.0,1362.0,0.0,1.0,40.0,0.0822,0.4022,0.4017,0.0859,0.7178,0.5402,0.0,3.5168,2.0682,1.6721,-0.5983,-0.1866,1.0,0
146,540.0,563.0,1469856.0,1469884.0,373.0,61.0,42.0,42582.0,107.0,127.0,1604.0,0.0,1.0,40.0,0.6733,0.4208,0.8214,0.0143,0.3771,0.6667,1.0,2.5717,1.3617,1.4472,0.1786,-0.1081,0.9071,1
147,1154.0,1165.0,23012.0,23019.0,42.0,12.0,10.0,8361.0,190.0,207.0,1353.0,0.0,1.0,200.0,0.2779,0.4545,0.6364,0.0081,0.9167,0.7,0.0,1.6233,1.0414,0.8451,-0.3636,0.5552,0.1822,1
148,0.0,33.0,570024.0,570254.0,3325.0,117.0,257.0,326345.0,0.0,134.0,1353.0,0.0,1.0,70.0,0.0,0.5619,0.1435,0.0244,0.2821,0.8949,1.0,3.5218,1.5185,2.3617,0.8565,-0.2332,1.0,1
149,1101.0,1116.0,1378026.0,1378057.0,278.0,32.0,33.0,23817.0,68.0,103.0,1654.0,1.0,0.0,70.0,0.6505,0.4022,0.4839,0.0091,0.4688,0.9394,1.0,2.444,1.1761,1.4914,0.5161,-0.3307,0.7474,1
150,1206.0,1216.0,1802452.0,1802460.0,67.0,11.0,8.0,7164.0,92.0,124.0,1362.0,1.0,0.0,120.0,0.2144,0.1625,0.8,0.0073,0.9091,1.0,0.0,1.8261,1.0,0.9031,-0.2,-0.1646,0.1852,1
151,41.0,190.0,2254407.0,2254463.0,4995.0,232.0,124.0,527906.0,39.0,127.0,1402.0,0.0,1.0,40.0,0.0585,0.4014,0.3758,0.1063,0.6422,0.4516,0.0,3.6985,2.1732,1.7482,-0.6242,-0.1743,1.0,0
152,1023.0,1033.0,403757.0,403767.0,53.0,14.0,11.0,4834.0,79.0,116.0,1358.0,1.0,0.0,300.0,0.4787,0.47,1.0,0.0074,0.7143,0.9091,0.5,1.7243,1.0,1.0,0.0,-0.2874,0.2061,1
153,39.0,193.0,707526.0,707593.0,6117.0,182.0,113.0,637707.0,49.0,127.0,1358.0,0.0,1.0,40.0,0.0574,0.4072,0.4351,0.1134,0.8461,0.5929,0.0,3.7865,2.1875,1.8261,-0.5649,-0.1855,1.0,0
154,43.0,218.0,1761412.0,1761480.0,6776.0,259.0,133.0,700391.0,37.0,124.0,1358.0,0.0,1.0,40.0,0.0633,0.4306,0.3886,0.1289,0.6757,0.5113,0.0,3.831,2.243,1.8325,-0.6114,-0.1925,1.0,0
155,41.0,183.0,199980.0,200030.0,4214.0,210.0,116.0,445047.0,42.0,126.0,1360.0,0.0,1.0,40.0,0.0603,0.4065,0.3521,0.1044,0.6762,0.431,0.0,3.6247,2.1523,1.699,-0.6479,-0.1749,1.0,0
156,1325.0,1339.0,30207.0,30238.0,268.0,29.0,31.0,25809.0,79.0,124.0,1353.0,0.0,1.0,120.0,0.0207,0.3825,0.4516,0.0104,0.4828,1.0,1.0,2.4281,1.1461,1.4914,0.5484,-0.2476,0.7065,1
157,1568.0,1578.0,698409.0,698420.0,89.0,12.0,11.0,8193.0,78.0,103.0,1652.0,1.0,0.0,80.0,0.0896,0.1909,0.9091,0.006,0.8333,1.0,1.0,1.9494,1.0,1.0414,0.0909,-0.2808,0.2173,1
158,1112.0,1133.0,808169.0,808480.0,3583.0,130.0,314.0,349860.0,65.0,122.0,1687.0,1.0,0.0,80.0,0.6568,0.4514,0.0675,0.0125,0.1615,0.9905,1.0,3.5543,1.3222,2.4928,0.9325,-0.2371,1.0,1
159,1152.0,1178.0,371477.0,371575.0,1283.0,109.0,118.0,160146.0,110.0,136.0,1353.0,0.0,1.0,70.0,0.2587,0.4965,0.2653,0.0192,0.2385,0.8305,1.0,3.1082,1.415,1.9912,0.7347,-0.0248,1.0,1
160,1672.0,1712.0,116120.0,116370.0,5323.0,245.0,395.0,460547.0,19.0,120.0,1715.0,0.0,1.0,50.0,0.0035,0.4677,0.16,0.0233,0.1633,0.6329,1.0,3.7262,1.6021,2.3979,0.84,-0.3241,1.0,1
161,41.0,190.0,508837.0,508896.0,5702.0,216.0,119.0,591835.0,45.0,126.0,1356.0,0.0,1.0,40.0,0.0605,0.3514,0.396,0.1099,0.6898,0.4958,0.0,3.756,2.1732,1.7708,-0.604,-0.1891,1.0,0
162,49.0,82.0,313092.0,313218.0,2822.0,102.0,127.0,275539.0,79.0,124.0,1360.0,0.0,1.0,200.0,0.0721,0.3213,0.2619,0.0243,0.3235,0.9921,1.0,3.4506,1.5185,2.1004,0.7381,-0.2372,1.0,1
163,41.0,190.0,1892225.0,1892384.0,12515.0,626.0,397.0,1452456.0,37.0,141.0,1400.0,0.0,1.0,40.0,0.0586,0.4717,0.9371,0.1064,0.238,0.4005,1.0,4.0974,2.1732,2.2014,0.0629,-0.0933,1.0,0
164,205.0,228.0,1094338.0,1094348.0,74.0,32.0,12.0,9115.0,110.0,141.0,1366.0,1.0,0.0,69.0,0.3002,0.6783,0.4348,0.0168,0.7188,0.8333,0.0,1.8692,1.3617,1.0,-0.5652,-0.0377,0.3819,1
165,1358.0,1378.0,956972.0,956991.0,226.0,23.0,27.0,23587.0,86.0,119.0,1387.0,0.0,1.0,40.0,0.013,0.4053,0.95,0.0144,0.8696,0.7037,0.0,2.3541,1.301,1.2787,-0.05,-0.1846,0.6268,1
166,121.0,159.0,473414.0,473430.0,229.0,51.0,31.0,28034.0,116.0,135.0,1358.0,0.0,1.0,40.0,0.1782,0.6234,0.4211,0.028,0.7451,0.5161,0.0,2.3598,1.5798,1.2041,-0.5789,-0.0436,0.8848,0
167,39.0,215.0,3003398.0,3003466.0,6570.0,274.0,141.0,685255.0,40.0,119.0,1356.0,0.0,1.0,40.0,0.0575,0.451,0.3864,0.1298,0.6423,0.4823,0.0,3.8176,2.2455,1.8325,-0.6136,-0.1851,1.0,0
168,1063.0,1072.0,1915213.0,1915220.0,49.0,9.0,7.0,6391.0,118.0,141.0,1358.0,0.0,1.0,50.0,0.4212,0.2222,0.7778,0.0066,1.0,1.0,0.0,1.6902,0.9542,0.8451,-0.2222,0.019,0.1687,1
169,306.0,363.0,2184746.0,2184752.0,194.0,58.0,10.0,22315.0,105.0,134.0,1356.0,0.0,1.0,40.0,0.4513,0.4327,0.1053,0.042,0.9828,0.6,0.0,2.2878,1.7559,0.7782,-0.8947,-0.1014,0.5659,1
170,633.0,641.0,341132.0,341158.0,139.0,13.0,26.0,10685.0,61.0,94.0,1362.0,1.0,0.0,200.0,0.9295,0.3317,0.3077,0.0059,0.6154,1.0,1.0,2.143,0.9031,1.415,0.6923,-0.3995,0.3479,1
171,349.0,362.0,1115618.0,1115654.0,270.0,34.0,38.0,28445.0,96.0,126.0,1372.0,0.0,1.0,40.0,0.5088,0.4231,0.3611,0.0095,0.3823,0.9474,1.0,2.4314,1.1139,1.5563,0.6389,-0.1769,0.7512,1
172,41.0,209.0,1786253.0,1786320.0,6662.0,266.0,131.0,685894.0,41.0,124.0,1358.0,0.0,1.0,40.0,0.0604,0.4081,0.3988,0.1237,0.6316,0.5114,0.0,3.8236,2.2253,1.8261,-0.6012,-0.1956,1.0,0
173,214.0,247.0,1538494.0,1538509.0,209.0,66.0,46.0,27037.0,118.0,143.0,1362.0,0.0,1.0,40.0,0.3142,0.5778,0.4545,0.0242,0.5,0.3261,0.0,2.3201,1.5185,1.1761,-0.5454,0.0106,0.7833,1
174,1675.0,1684.0,663138.0,663171.0,167.0,23.0,33.0,10526.0,35.0,84.0,1688.0,1.0,0.0,150.0,0.0047,0.4377,0.2727,0.0053,0.3913,1.0,1.0,2.2227,0.9542,1.5185,0.7273,-0.5076,0.4913,1
175,41.0,213.0,2740809.0,2740889.0,6532.0,356.0,186.0,685717.0,43.0,134.0,1358.0,0.0,1.0,40.0,0.0604,0.5253,0.4651,0.1267,0.4832,0.4301,0.0,3.815,2.2355,1.9031,-0.5349,-0.1799,1.0,0
176,0.0,11.0,444148.0,444169.0,161.0,12.0,21.0,18047.0,96.0,133.0,1687.0,0.0,1.0,200.0,0.0,0.303,0.5238,0.0065,0.9167,1.0,1.0,2.2068,1.0414,1.3222,0.4762,-0.1243,0.3834,1
177,41.0,209.0,4401486.0,4401544.0,5533.0,288.0,155.0,584291.0,43.0,126.0,1356.0,0.0,1.0,40.0,0.0605,0.4322,0.3452,0.1239,0.5833,0.3742,0.0,3.743,2.2253,1.7634,-0.6548,-0.175,1.0,0
178,1090.0,1129.0,2312033.0,2312039.0,111.0,45.0,19.0,12886.0,109.0,126.0,1358.0,0.0,1.0,40.0,0.3373,0.5256,0.1539,0.0287,0.8667,0.3158,0.0,2.0453,1.5911,0.7782,-0.8461,-0.0931,0.3882,1
179,374.0,382.0,303204.0,303209.0,24.0,10.0,5.0,3166.0,124.0,140.0,1364.0,0.0,1.0,130.0,0.5484,0.4,0.625,0.0059,0.8,1.0,0.0,1.3802,0.9031,0.699,-0.375,0.0306,0.1483,1
180,64.0,203.0,7765518.0,7765576.0,4364.0,185.0,108.0,479531.0,74.0,132.0,1360.0,0.0,1.0,40.0,0.0941,0.4587,0.4173,0.1022,0.7513,0.537,0.0,3.6399,2.143,1.7634,-0.5827,-0.1415,1.0,0
181,642.0,658.0,96252.0,96269.0,194.0,17.0,17.0,21009.0,77.0,134.0,1694.0,1.0,0.0,80.0,0.758,0.2868,0.9412,0.0094,0.9412,1.0,1.0,2.2878,1.2041,1.2305,0.0588,-0.154,0.4498,1
182,1576.0,1587.0,2063540.0,2063558.0,116.0,17.0,18.0,9110.0,64.0,94.0,1658.0,1.0,0.0,80.0,0.0856,0.4141,0.6111,0.0066,0.6471,1.0,1.0,2.0645,1.0414,1.2553,0.3889,-0.3864,0.3329,1
183,1302.0,1314.0,165248.0,165281.0,244.0,24.0,33.0,23009.0,66.0,124.0,1358.0,0.0,1.0,175.0,0.0648,0.3838,0.3636,0.0088,0.5,1.0,1.0,2.3874,1.0792,1.5185,0.6364,-0.2633,0.6514,1
184,1613.0,1627.0,3225473.0,3225496.0,137.0,32.0,25.0,15359.0,103.0,126.0,1692.0,0.0,1.0,70.0,0.0768,0.5745,0.6087,0.0083,0.4375,0.92,1.0,2.1367,1.1461,1.3617,0.3913,-0.1241,0.5329,1
185,39.0,214.0,1050670.0,1050830.0,13033.0,731.0,420.0,1508093.0,29.0,141.0,1398.0,0.0,1.0,40.0,0.0558,0.5345,0.9143,0.1252,0.2394,0.381,0.0,4.115,2.243,2.2041,-0.0857,-0.096,1.0,0
186,507.0,521.0,835980.0,835993.0,121.0,18.0,17.0,15526.0,119.0,141.0,1360.0,0.0,1.0,180.0,0.7456,0.3352,0.9286,0.0103,0.7778,0.7647,0.0,2.0828,1.1461,1.1139,-0.0714,0.0025,0.3097,1
187,109.0,181.0,1867972.0,1868026.0,1843.0,171.0,85.0,230162.0,115.0,135.0,1356.0,0.0,1.0,40.0,0.1608,0.526,0.75,0.0531,0.4211,0.6353,0.0,3.2655,1.8573,1.7324,-0.25,-0.0243,1.0,0
188,1267.0,1303.0,214065.0,214075.0,160.0,40.0,18.0,20199.0,117.0,140.0,1690.0,0.0,1.0,70.0,0.458,0.5556,0.2778,0.0213,0.9,0.5556,0.0,2.2041,1.5563,1.0,-0.7222,-0.0137,0.5951,1
189,1329.0,1340.0,12799.0,12804.0,39.0,11.0,7.0,4642.0,110.0,134.0,1353.0,0.0,1.0,200.0,0.0192,0.2909,0.4545,0.0081,1.0,0.7143,0.0,1.5911,1.0414,0.699,-0.5454,-0.0701,0.1613,1
190,41.0,226.0,695578.0,695788.0,17706.0,802.0,537.0,2147442.0,24.0,148.0,1404.0,0.0,1.0,40.0,0.0584,0.5443,0.8809,0.1318,0.2307,0.3911,1.0,4.2481,2.2672,2.3222,0.1191,-0.0525,1.0,0
191,113.0,155.0,263975.0,264160.0,3297.0,367.0,270.0,414252.0,113.0,143.0,1394.0,0.0,1.0,220.0,0.1621,0.5757,0.227,0.0301,0.1144,0.6852,1.0,3.5181,1.6233,2.2672,0.773,-0.0184,1.0,1
192,1251.0,1258.0,660048.0,660060.0,57.0,12.0,12.0,6994.0,114.0,140.0,1352.0,0.0,1.0,40.0,0.1391,0.3214,0.5833,0.0052,0.5833,1.0,1.0,1.7559,0.8451,1.0792,0.4167,-0.0414,0.1892,1
193,39.0,211.0,1292132.0,1292303.0,12012.0,607.0,362.0,1381722.0,30.0,141.0,1398.0,0.0,1.0,40.0,0.0558,0.5916,0.9942,0.123,0.2834,0.4724,0.0,4.0796,2.2355,2.233,-0.0058,-0.1013,1.0,0
194,398.0,966.0,4615178.0,4615208.0,10166.0,593.0,166.0,1096472.0,78.0,141.0,1360.0,1.0,0.0,100.0,0.5794,0.4034,0.0528,0.4177,0.9578,0.1807,0.0,4.0072,2.7543,1.4771,-0.9472,-0.1574,1.0,1
195,625.0,631.0,1934306.0,1934337.0,127.0,19.0,31.0,13897.0,99.0,125.0,1364.0,0.0,1.0,100.0,0.9164,0.3172,0.1936,0.0044,0.3158,1.0,1.0,2.1038,0.7782,1.4914,0.8065,-0.1451,0.3154,1
196,15.0,29.0,1084661.0,1084680.0,128.0,17.0,21.0,14278.0,104.0,119.0,1373.0,0.0,1.0,40.0,0.0218,0.5188,0.7368,0.0102,0.8235,0.9048,1.0,2.1072,1.1461,1.2787,0.2632,-0.1285,0.4399,1
197,1550.0,1561.0,838654.0,838663.0,68.0,13.0,9.0,6216.0,80.0,103.0,1687.0,1.0,0.0,80.0,0.1494,0.3131,0.8182,0.0065,0.8461,1.0,0.0,1.8325,1.0414,0.9542,-0.1818,-0.2858,0.2051,1
198,1591.0,1608.0,4345277.0,4345283.0,77.0,18.0,11.0,9329.0,112.0,134.0,1650.0,1.0,0.0,69.0,0.0509,0.2451,0.3529,0.0103,0.9444,0.5454,0.0,1.8865,1.2305,0.7782,-0.6471,-0.0535,0.2083,1
199,59.0,1245.0,4712084.0,4712115.0,15775.0,1275.0,276.0,1689009.0,61.0,135.0,1354.0,1.0,0.0,100.0,0.0872,0.5709,0.0261,0.8759,0.9302,0.1123,0.0,4.198,3.0741,1.4914,-0.9739,-0.1635,1.0,1
200,39.0,181.0,2563319.0,2563376.0,5261.0,190.0,107.0,553974.0,46.0,127.0,1400.0,0.0,1.0,40.0,0.0557,0.35,0.4014,0.1014,0.7474,0.5327,0.0,3.7211,2.1523,1.7559,-0.5986,-0.1774,1.0,0
201,355.0,461.0,2203324.0,2203335.0,527.0,118.0,44.0,62384.0,110.0,134.0,1358.0,0.0,1.0,40.0,0.5228,0.548,0.1038,0.0781,0.8983,0.25,0.0,2.7218,2.0253,1.0414,-0.8962,-0.0752,0.9969,1
202,13.0,25.0,1122694.0,1122712.0,127.0,15.0,19.0,14830.0,111.0,127.0,1373.0,0.0,1.0,40.0,0.0189,0.412,0.6667,0.0087,0.8,0.9474,1.0,2.1038,1.0792,1.2553,0.3333,-0.0877,0.3601,1
203,39.0,226.0,702679.0,702873.0,18071.0,814.0,534.0,2160349.0,27.0,148.0,1400.0,0.0,1.0,40.0,0.0557,0.5019,0.9639,0.1336,0.2297,0.3633,1.0,4.257,2.2718,2.2878,0.0361,-0.066,1.0,0
204,1170.0,1176.0,745366.0,745380.0,68.0,15.0,14.0,7859.0,106.0,127.0,1364.0,0.0,1.0,130.0,0.2757,0.1905,0.4286,0.0044,0.4,1.0,1.0,1.8325,0.7782,1.1461,0.5714,-0.0971,0.1892,1
205,127.0,147.0,152117.0,152274.0,1499.0,168.0,174.0,156200.0,90.0,119.0,1392.0,0.0,1.0,220.0,0.1825,0.5226,0.1274,0.0144,0.1191,0.9023,1.0,3.1758,1.301,2.1959,0.8726,-0.1859,1.0,1
206,550.0,558.0,1154994.0,1155025.0,190.0,22.0,31.0,21326.0,95.0,133.0,1362.0,0.0,1.0,175.0,0.8076,0.2339,0.2581,0.0059,0.3636,1.0,1.0,2.2787,0.9031,1.4914,0.7419,-0.1231,0.4106,1
207,41.0,212.0,4419228.0,4419287.0,6175.0,266.0,144.0,652005.0,46.0,127.0,1358.0,0.0,1.0,40.0,0.0604,0.388,0.345,0.1259,0.6429,0.4097,0.0,3.7906,2.233,1.7708,-0.655,-0.1751,1.0,0
208,1505.0,1522.0,880521.0,880535.0,155.0,19.0,14.0,14729.0,71.0,114.0,1654.0,1.0,0.0,80.0,0.1596,0.3487,0.8235,0.0103,0.8947,1.0,0.0,2.1903,1.2305,1.1461,-0.1765,-0.2576,0.3945,1
209,512.0,524.0,1261077.0,1261088.0,74.0,15.0,11.0,8292.0,93.0,132.0,1364.0,1.0,0.0,70.0,0.7507,0.4394,0.9167,0.0088,0.8,1.0,0.0,1.8692,1.0792,1.0414,-0.0833,-0.1246,0.2432,1
